Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
3/11/2021 9:37:50;75.14/95.48-Lenguajes Formales - Corsi;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Buenas;Normal;Normal;No;Similar;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente;Si, siempre estaba la disposición de los recursos en tiempo y forma;Si;Si, tanto los parciales y los finales fueron muy amenos por parte de los profesores;;;;;;;
3/11/2021 11:42:28;75.14/95.48-Lenguajes Formales - Corsi;Excelente;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Dificil;No;Mejor;Mejor;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con mis pares, Falta de espacio adecuado para estudiar;Sumamente a la altura de una cursada virtual.;Si;Sumamente comodo.;Me pareció muy practica la forma de llevar la materia. Lo que sí tal vez, grabaría tambien las clases practicas porque a veces por cuestiones laborales me perdía la primera mitad o bien luego al querer realizar nuevamente los ejercicios me hubiese servido ver nuevamente las resoluciones.;;;;;;
3/11/2021 12:08:16;75.14/95.48-Lenguajes Formales - Corsi;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Normal;Dificil;No;Similar;Similar;No aplica;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad, Falta de espacio adecuado para estudiar;Si, considero que la cátedra a nivel general estuvo a la altura de una cursada virtual. Las clases teóricas me parecieron súmamente completas, claras, con la posibilidad de hacer consultas por chat y también por micrófono. Además teníamos el plus de poder ver las clases cuando quisiéramos luego. El campus y el email eran buenas herramientas para consultas y dudas. Las prácticas también estuvieron buenas en cuanto a las prácticas de los ejercicios.;Si;Si, me sentí cómoda con la evaluación del curso en general;La única sugerencia que haría sería que también se graben las clases prácticas por si algún día no podemos concurrir o llega a pasar algún problema de conexión, podríamos poder verlas después cuando queramos como hacíamos con las teóricas.;;;;;;
3/11/2021 12:30:28;75.14/95.48-Lenguajes Formales - Corsi;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Dificil;No;Similar;Mejor;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Incomodidad en mi hogar;Sí, definitivamente. Se aprovechó al máximo el campus, todo el material fue subido de forma organizada y la forma de dictar las clases (teóricas y prácticas) fue la más adecuada para la situación.;Si;Estoy muy conforme. Hubo mucha paciencia y acompañamiento por parte de los profes previamente a las instancias de evaluación y durante ellas. Tanto en el parcial como en el TP se tomaron los contenidos que se habían dado en las clases, al punto que el buen cumplimiento con las entregas semanales de la práctica casi garantizaba la aprobación del parcial.;Es un curso excelente, de los pocos que da gusto cursar para quienes tenemos dificultades con la virtualidad. Los temas son muy interesantes y tienen la ventaja de que, al no ser tantos módulos,  se aprenden mejor porque se le puede dedicar más clases a cada uno. El profesor Corsi demostró un alto nivel de conocimiento y sobre todo interés personal por los temas de la materia, dedicando más tiempo y atención de lo que se suele esperar. Por el lado de las prácticas del profesor Bergman, la dinámica de intercalar entre ejercicio y puesta en común, más las entregas semanales obligatorias, fueron en mi opinión la mejor forma de garantizar que la mayoría esté al día con los contenidos.;;;;;;
3/11/2021 13:29:13;75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo;Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Malas;Normal;Normal;No;Similar;Similar;Peor;Peor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;;La teórica si, la práctica no.;Si;;"La teórica con Esteban considero que fue muy buena. Las clases están basadas en el libro de la bibiliografía, el cual es muy bueno también. Se detallaba claramente a qué sección del libro mapeaba la clase, y Esteban se tomaba el tiempo necesario para asegurarse de que todos (o casi todos) siguieran el ritmo de la clase y participen, explicando muy bien nuevos conceptos para el alumno. 

La organización de la práctica fue todo lo contrario. Las clases no eran malas pero en comparación con las teoricas se notaba mucho la diferencia para peor. Hubo 3 TPs, de los cuales el 1 tuvo un enunciado medio incompleto; para el 2 el enunciado consistió en unas PPTs y para el 3 el enunciado estuvo un poco mejor. En ciertos momentos se notaba cierto desconocimiento de algunos miembros de la práctica por el enunciado de un TP ya que se exigía que no hicieramos cosas que estaban detalladas en el enunciado. Por último en cuanto a la práctica, a los alumnos se le exigía puntualidad en la entrega de TPs (lo cual me parece totalmente lógico) pero no recibimos feedback de los TPs hasta terminada la cursada. Esto incluye el TP1 que fue realizado unos 4 meses atrás (teniendo en cuenta que en enero no hubo clases) y al TP3 que había sido entregado 2 semanas antes de que termine la cursada. Creo que estaría bueno que le den feedback a los alumnos lo antes posible para que en los siguientes TPs no ocurran ciertos errores y también porque es un momento de aprendizaje al reflexionar sobre los errores cometidos.

Por último y relacionado con la impuntualidad de los TPs: Se publicaron solo 4 fechas de final para esta tanda de Marzo-Abril, cuando deberían ser 5. De esas 4, a la primera los alumnos que cursamos este cuatrimestre no nos pudimos anotar ya que no teníamos la nota de la cursada por la impuntualidad en las correcciones de los TPs. Lo cual nos deja con solo 3 fechas de final para esta tanda y encima una de esas fechas va a ser tomada por otro docente ajeno a la catedra, lo cual deja ciertas inseguridades en los estudiantes en cuanto a la metodología de evaluación, entre otras cosas. Todo lo sucedido con las fechas de finales fue muy pobremente comunicado a los alumnos y es importante ya que hay algunos alumnos muy cerca de recibirse y la incertidumbre generada afecta en los planes de los alumnos para rendir las distintas materias que tiene pendiente para poder recibirse. ";;;;;;
3/11/2021 13:31:41;75.29-95.06-Teoría de Algoritmos I - Podberezski;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Peor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;;Si;Si;Si;A rasgos generales la materia esta muy buena. Se nota el laburo que Victor le puso a los videos de las teoricas, las presentaciones, los TPs, los encuentros en zoom para consultas y desarrollo de ejercicios. ;;;;;;
3/11/2021 13:35:58;75.48-Calidad en el Desarrollo del Sistemas - Pantaleo;Regular;Sí;Poco Interesantes;No;Regulares;Regulares;Normal;Normal;;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;;;Si;;;;;;;;
3/11/2021 15:00:46;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Excelente;Sí;Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Similar;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje;Menor interacción con mis pares, Pérdida de comunicación no verbal;Se adaptaron perfectamente;No;;;;;;;;
3/11/2021 15:16:14;75.02-95.11-Algoritmos y Programación I (Electrónica) - 1 - Cardozo;Bueno;No;Muy Interesantes;Sí;Buenas;Muy Buenas;Dificil;Dificil;Si;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Problemas de conectividad, Falta de espacio adecuado para estudiar, Incomodidad en mi hogar;;Si;;;;;;;;
3/11/2021 15:34:45;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Excelente;No;Muy Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Similar;Mejor;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Al igual que el cuatrimestre pasado (Algo 1 - Mendez) estuvieron a la altura totalmente;Si;Si, mas alla de que pienso que al momento de volcar mis conocimientos de programacion en un parcial quizas no pueda lograr mi objetivo, los trabajos practicos son perfectos para demostrar todo lo que aprendimos durante la cursada.;No, pienso que todo se manejo dela mejor manera posible ;;;;;;
3/11/2021 16:01:47;75.24-75.31-95.07-Teoría de la Programación/Teoría del Lenguaje/Teoria de Leng. de Prog. - Ferrigno;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;No Hay Clases Prácticas;Normal;Normal;No;Mejor;No aplica;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares;Sí;Si;Sí;Contenidos interesantes que no había visto en otras materias antes. El tp fue divertido y me permitió aprender varias cosas nuevas. ;;;;;;
3/11/2021 16:09:20;75.42-95.08-Taller de Programación I - 1 -Veiga;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Facil;Normal;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;Si, se adaptaron bien a la virtualidad. Creo que este cuatrimestre agregaron el uso de Discord además de la lista de correos, lo que hace más dinámica la interacción entre los alumnos (no tanto con los colaboradores).;Si;Durante la cursada, en los TPs, se evalúa exactamente lo que dictan en clase. Quizás en el final se agregan algunas preguntas que en algún momento se mencionaron pero no se hizo hincapié a lo largo de la cursada.;La materia no es difícil en absoluto sólo requiere TIEMPO para hacer los TPs. Los temas son pocos y simples de entender.;;;;;;
3/11/2021 16:26:59;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente;Si. El material estaba muy bien preparado y la instancia de entregas semanales de tp por mas que a veces pueden cansar, son prácticas para mantenerse al día con la materia, cosa que a mi a veces me cuesta en esta cursada virtual.;Si;Si;;;;;;;
3/11/2021 18:22:22;75.46-Administración y Control de Proyectos Informáticos II - Álvaro;Muy Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Facil;Normal;No;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Pérdida de comunicación no verbal, Problemas de conectividad;Sí, bastante bien adaptada a la virtualidad. ;Si;Sí, ningún problema. ;No, en general bien adaptada a la virtualidad. De todos modos, es una materia muy particular, y una de las pocas que se le sacaría más provecho siendo presencial, ya que no es técnica. ;;;;;;
3/11/2021 18:27:39;75.06-95.58-Organización de Datos - 2 - Collinet;Excelente;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Problemas de conectividad;Si;Si;Si;Muy bueno todo en general, el unico problema que veo es cuando uno (o repetidos) tema(s) de la materia son dados por un docente que no explica como me gustaria. PERO, para mi sorpresa y gusto, al ver las clases grabadas, note que dichos docentes sabian y explicaban BIEN los temas si los mirabas con mas detalle y tranquilidad, y la realidad es que eso fue un gol de mitad de cancha de la virtualidad. Por todo lo demas diria que estaria al mismo nivel que hubiera sido estan presencial;;;;;;
3/11/2021 18:45:24;75.74-Sistemas Distribuidos I - Roca;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con mis pares, Pérdida de comunicación no verbal;Si.;Si;Si;Excelente desemepno de los docentes. Dejaron todo muy claro, y la evaluacion con TPs dio oportunidad a iterar con cada uno de los temas de forma que semana a semana fueron quedando cada vez mas claros.;;;;;;
3/11/2021 19:10:46;75.59-95.09-Técnicas de Programación Concurrente I - Garibaldi;Excelente;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;No;Similar;Mejor;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Problemas de conectividad;Totalmente, agregando el uso de herramientas como VSCode Share Live para la participación del grupo en la resolución de ejercicios en clase, además de responder a todas las dudas que se envían en tiempos acotados y de tener todo el material de estudio en el campus.;Si;Si, evaluar los conocimientos durante la cursada con trabajos prácticos muestra lo que uno realmente aprendió.;Grabar las clases podría ayudar a quien no puede asistir a alguna de las mismas y a repasar los conceptos para hacer los ejercicios y/o estudiar para el final, pero se entiende si se toma la decisión de no hacerlo.;;;;;;
3/11/2021 19:23:59;75.01-95.01-Computación - 1 - Strobino;Malo;No;Poco Interesantes;Sí;Regulares;Buenas;Normal;Dificil;No;Similar;Peor;Similar;No aplica;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares;cero comunicacion;Si;En parte si y en parte no, el segundo parcial fue muy dficil;El curso fue un DESASTRE en terminos de comunicacion, no responden mails o tardan semanas, y todavia no corrigieron los segundos parciales, siendo que ya arrancaron fechas de finales las cuales estamos perdiendo. El recuperatorio iba a ser mañana y lo postergo una semana mas asi que perdemos 2 o 3 fechas de finales minimo, porque anda a saber cuando corrige los recuperatorios y cierre las notas;;;;;;
3/11/2021 20:50:08;75.07-95.02-Algoritmos y Programación III - 1 - Suarez;Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Mejor;Similar;Similar;Peor;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje;Menor interacción con el docente, Pérdida de comunicación no verbal;Si;Si;;;;;;;;
3/11/2021 23:27:42;75.06-95.58-Organización de Datos - 2 - Collinet;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Buenas;Facil;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Incomodidad en mi hogar;Estuvieron totalmente a la altura, todo de primer nivel, actualizado, rápido, fluido.;Si;Sí, hay orales para presentar los trabajos y te dan la chance de promocionar con otro oral. El parcial es escrito.;Curso 100%, por los malos comentarios que tenía el otro curso, no dudaría ni un segundo en inscribirme a este curso. Los docentes son buenos y predispuestos a colaborar. La dificultad es acorde, nivel normal, no es exagerada como muchos cursos que exigen mucho y dan poco. Te dan todas las herramientas para que apruebes y chances en caso de que necesites.;;;;;;
3/11/2021 23:34:02;75.42-95.08-Taller de Programación I - 1 -Veiga;Malo;Sí;Poco Interesantes;Sí;Malas;Malas;Muy Dificil;Muy dificil;No;Peor;Peor;Peor;Peor;Peor;;Menor interacción con el docente, Menor interacción con mis pares;Estuvo bueno que incorporaran discord, pero mandé algunas consultas a correctores y mucho tiempo de demora.;No;No, es demencial el trabajo grupal que dan para lo que brinda la cátedra. Muy exagerado.;No recomiendo el curso, dependés de tu grupo y los docentes dan clases las primeras semanas y explican 1/100000 parte de lo que evalúan en trabajos, que son demasiados exigentes para lo que es la materia. Personalmente de las peores experiencias de FIUBA. ;;;;;;
3/12/2021 9:40:23;75.15-75.28-95.05-Base de Datos - 1 - Beiro;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Buenas;Dificil;No hay TP;No;Similar;Peor;No aplica;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares;De todo lo cursado en pandemia (9 materias), este es por lejos el mejor curso virtual. Se beneficia muchisimo de la virtualidad. La comunicacion se vio muy mejorada (slack bien usado, campus organizado, todo);Si;Tal vez le falta algun motivador (tp? tp grupal?) para seguir con la materia despues del parcial.;"Este es el unico curso donde me senti respetado como alumno en la virtualidad. Te dan una libertad tremenda en todo sentido, desde tener todas las clases grabadas hasta no obligarte a hacer nada raro con los examenes (podes estar con camara apagada, por ejemplo). 
Ojala mas cursos valorasen asi al alumno, en vez de creer que es lo mejor para el.";;;;;;
3/12/2021 9:41:11;75.27-Algoritmos y programación IV - Carossi;Muy Bueno;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Muy Dificil;Muy dificil;No;Similar;Similar;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente;Menor interacción con el docente;;Si;;;;;;;;
3/12/2021 10:41:32;75.01-95.01-Computación - 6 y 9 - Jimenez Rey;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Pérdida de comunicación no verbal, Falta de espacio adecuado para estudiar;Si me pareció una muy buena catedra muy ordenada;No;Si trabajos grupales por semana me ayudaron mucho a mantenerme al día con la materia y avanzar en contenido a pasos chicos lo cual me facilito entender los contenidos.;Las cajas que la profesora divide en modulos ordenarlas en pestañas de aula virtual para que sea mas fácil encontrar la información;;;;;;
3/12/2021 10:47:54;75.01-95.01-Computación - 4 - Servetto;Muy Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Muy Dificil;Muy dificil;No;;;;;;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con el docente, Menor interacción con mis pares;Creo que si;No;Si;;;;;;;
3/12/2021 11:00:06;75.41-95.15-Algoritmos y Programación II - 4 - Méndez;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Sí, si bien no tuve la oportunidad de cursar ninguna materia de manera presencial en la facultad, esta materia fue abordada exitosamente con la nueva modalidad.;Si;Sí, me sentí cómodo con las evaluaciones, tanto en los trabajos prácticos como en el parcial.;El curso estuvo correcto a pesar de las limitaciones impuestas por la emergencia sanitaria.;;;;;;
3/12/2021 13:16:25;75.71-75.72-Seminario de Ing. Informática I y II - 2- Caram;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Pérdida de comunicación no verbal, Problemas de conectividad;Si, completamente;No;Si;"Me hubiese gustado una mejor organización con los tiempos de cursada. Al principio las clases fueron muy espaciadas y los temas no eran tan complejos. Sobre el final me dió la impresión que todo estuvo muy comprimido.

Más allá de eso, la temática me resultó muy interesante y bien explicada";;;;;;
3/12/2021 13:38:16;75.12-95.10-95.13-Análisis Numérico/Modelación Numérica/Métodos Matemáticos y Numéricos  - 1 - Menéndez;Muy Bueno;No;Muy Interesantes;Sí;Excelentes;Excelentes;Dificil;Dificil;No;Similar;Similar;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Incomodidad en mi hogar;"Respuesta para Análisis Numérico II.

Creo que el nivel y dedicación de los docentes fue excelente. En mi caso particular, siento que pude aprovechar mejor la clase práctica que la teórica en la modalidad virtual. En modalidad presencial varias dudas pequeñas de la cursada teórica podrían haber sido preguntadas rápidamente en el aula. Con la modalidad virtual, en cambio, creí que interrumpir el dictado de la clase afectaría la fluidez (un poco más complicada de forma vitual) por lo que esperé a que finalizara cada clase para consultar bibliografía.

La comunicación del curso me pareció muy eficiente.";Si;"Respuesta para Análisis Numérico II.

Creo que la evaluación de los contenidos, realizada con la instancia práctica del curso, se dio de manera muy fluida y amena. Me pareció una buena estrategia la solicitud de algunos trabajos de la Guía de Prácticos, creo que sirven para ir evaluando la compresión teórica del contenido y simplifican las instancias de evaluación.";"Respuesta para Análisis Numérico II.

Tengo un gran interés en CFD, y me resultó placentero que ambos profesores tuvieran una dedicación principal en el tema, me sirvió para un nuevo enfoque en mi abordaje al tema. Sin embargo, creo que sería interesante ampliar los ejemplos presentados a otros campos aplicables, como la resistencia de materiales.

Creo el receso estival perjudicó el dictado de la materia, sobre todo la última parte cuyo contenido era más denso.";;;;;;
3/12/2021 16:35:19;75.01-95.01-Computación - 6 y 9 - Jimenez Rey;Excelente;Sí;Interesantes;Sí;Excelentes;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Falta de espacio adecuado para estudiar;Sí, creo que se ha adaptado muy bien;Si;Sí, estoy conforme con el formato. Fue cómodo  y practico;;;;;;;
3/12/2021 16:49:59;75.01-95.01-Computación - 6 y 9 - Jimenez Rey;Muy Bueno;No;Interesantes;Sí;Muy Buenas;Muy Buenas;Dificil;Dificil;No;Similar;Mejor;No aplica;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;;Si;;;;;;;;
3/12/2021 19:15:10;75.40-95.14-Algoritmos y Programación I - 5 - Costa;Malo;Sí;Muy Interesantes;Sí;Buenas;Malas;Muy Dificil;Muy dificil;Si;Mejor;Mejor;Mejor;Peor;Mejor;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares;Si;Si;No. ;;;;;;;
3/12/2021 20:33:34;75.40-95.14-Algoritmos y Programación I - 4 - Essaya;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal;SÍ;Si;SÍ;;;;;;;
3/12/2021 20:42:17;75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo;Regular;Sí;Interesantes;Sí;Excelentes;Malas;Normal;Dificil;No;Mejor;Similar;Peor;Similar;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Problemas de conectividad;Sí, estuvo a la altura.;Si;No. Si bien en el primer parcial los temas fueron los esperados (al menos los que se habian explicado en clase) , las correcciones fueron bastante duras, basicamente por errores de cuentas te ponian mal todo un ejercicio. En los recuperatorios se quiso *innovar* o nose bien como decirle y se tomaron ejercicios que ni siquiera fueron vistos en clase ni que fueron tomados alguna vez (ya que con mis compañeros practicamos con parciales viejos y nada que ver). Esto le costó a muchos desaprobar el recuperatorio. En la ultima instancia se volvio a hacer lo mismo.;"Con la teórica estoy super conforme. Con la práctica no tanto aunque no es algo con todos los docentes sino con Pecora. Nunca logré entender si cuando se hace el gracioso es para levantar un poco la clase o si es para boludear a los estudiantes. La gran mayoría siempre lo tomó a mal y generaba una gran incomodidad durante las clases. El mismo docente incluso era muy exigente (como expliqué en las correcciones de los parciales) pero él mismo no era capaz de realizar las entregas en tiempo y forma, se quejó de que los estudiantes no avanzaron durante el período de verano cuando él mismo no corrigió los recuperatorios en dicho período. Es un ejemplo de ""Hace lo que yo digo pero no lo que yo hago"". Los demás chicos de la practica bastante bien, hay algunos que les faltan algunos conocimientos de la materia pero le ponen muchas ganas y eso se nota (y se aprecia).";;;;;;
3/12/2021 21:05:49;75.08-Sistemas Operativos - 1 - Clua;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Si;Si;Si;;;;;;;
3/12/2021 21:52:27;75.41-95.15-Algoritmos y Programación II - 1 - Calvo;Bueno;Sí;Muy Interesantes;Sí;Regulares;Muy Buenas;Normal;Normal;No;Peor;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares;Sí. Dado las circunstancia se pudo adaptar correctamente para que se entiendan los temas enseñados.;Si;Estoy conforme, aunque me hubiese sentido más cómodo con parciales más extensos y con mayores desarrollos.;;;;;;;
